"date","location","mission","med_Blue_corr","med_Red_corr","med_Green_corr","med_Nir_corr","med_Swir1_corr","med_Swir2_corr","prop_clouds","prop_hillShadow","pCount_dswe1","pCount_dswe3","min_cloud_dist","mean_cloud_dist","system.index","CLOUD_COVER","IMAGE_QUALITY","IMAGE_QUALITY_TIRS","SUN_AZIMUTH","SUN_ELEVATION"
"1995-06-28","H","LANDSAT_5",0.0227058317719452,0.0153075745591701,0.0278487020880819,0.0237356049562405,-0.0674756966162052,-0.0608084372791937,0,1,24,0,222,230.208333333333,"1_2_LT05_018050_19950628",7,9,NA,70.54494761,51.98283393
"1995-06-28","I","LANDSAT_5",0.0227058317719452,0.0168604126236651,0.0259233460040478,0.0230193207595111,-0.0867557776706264,-0.100368021345467,0,1,25,0,210,216.84,"1_2_LT05_018050_19950628",7,9,NA,70.54494761,51.98283393
"1995-06-28","K","LANDSAT_5",0.0211552004246173,0.0171638344559462,0.0262599349815329,0.0274175974615799,-0.0875758117234004,-0.10093286244933,0,1,26,0,313,320.653846153846,"1_2_LT05_018050_19950628",7,9,NA,70.54494761,51.98283393
"1995-06-28","M","LANDSAT_5",0.0270687155381829,0.019718428524115,0.0334352509996535,0.0273064235040686,-0.0871657987268936,-0.100650442938988,0,1,24,0,255,263.041666666667,"1_2_LT05_018050_19950628",7,9,NA,70.54494761,51.98283393
"1995-06-28","O","LANDSAT_5",0.0214940729026564,0.0154794822864023,0.0240028153706924,0.0199605576810038,-0.0791689343503792,-0.0616565707452574,0,1,26,0,357,363.461538461538,"1_2_LT05_018050_19950628",7,9,NA,70.54494761,51.98283393
"1995-06-28","P","LANDSAT_5",0.0244740437161143,0.017880951019289,0.0307699718984616,0.0197828942166066,-0.0687068720319579,-0.0616565707452574,0,1,26,0,107,113.769230769231,"1_2_LT05_018050_19950628",7,9,NA,70.54494761,51.98283393
"1995-06-28","Q","LANDSAT_5",0.023591000973267,0.0154579852094662,0.0276077686857436,0.0199332201787489,-0.0892157831118223,-0.0616565707452574,0,1,24,0,242,248.875,"1_2_LT05_018050_19950628",7,9,NA,70.54494761,51.98283393
"1995-06-28","R","LANDSAT_5",0.0235769672772553,0.0172289161575259,0.0264042326390552,0.0233222242261602,-0.07722051601555,-0.0605257219574817,0,1,24,0,41,48.3333333333333,"1_2_LT05_018050_19950628",7,9,NA,70.54494761,51.98283393
"1995-07-14","A","LANDSAT_5",0.0217762308969587,0.0134269818451929,0.0257070454122497,0.0180101986063783,-0.0629607661568855,-0.0582639243893549,0,1,17,0,141,148.823529411765,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","B","LANDSAT_5",0.0155622625963166,0.0105580864988527,0.0213221792411352,0.00970771968741437,-0.0214599095703965,-0.0175287698558017,0,1,24,0,300,307.5,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","C","LANDSAT_5",0.0181769024512188,0.0104743961065269,0.0213938587194202,0.00957426561642627,-0.021048598952447,-0.0172457358077548,0,1,27,0,153,161.481481481481,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","D","LANDSAT_5",0.0216916060008741,0.012874998336713,0.0285719546810978,0.0176565189098766,-0.0413987998059185,-0.0169626996765289,0,1,27,0,205,213.259259259259,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","F","LANDSAT_5",0.0130740008330273,0.00980629009777246,0.0163926829223632,0.0050884413578044,-0.0204316179134719,-0.0576984541655366,0,1,26,0,271,277.923076923077,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","G","LANDSAT_5",0.0180629762921441,0.0105790152476713,0.0176517475131195,0.0138388584208596,-0.0214599095703965,-0.0175287698558017,0,1,25,0,111,117.84,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","I","LANDSAT_5",0.0138236031860001,0.010160907727326,0.0168200522618563,0.00946753287178529,-0.0212542552688919,-0.0175287698558017,0,1,25,0,171,179.32,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","J","LANDSAT_5",0.0128719372906524,0.00831226292210867,0.0161909545397805,0.015242867442395,-0.0407824172041614,-0.0166796614621246,0,1,16,2,274,278.6875,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","K","LANDSAT_5",0.0180060003542032,0.0127690383348586,0.0204864200556285,0.0135424438713356,-0.042220615065766,-0.0582639243893549,0,1,26,0,158,165.615384615385,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","L","LANDSAT_5",0.0276520439239312,0.0156730666920969,0.0322710982018505,0.0178197200953696,-0.042220615065766,-0.0582639243893549,0,1,25,0,244,251.48,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","M","LANDSAT_5",0.0243340201795816,0.0126102136583995,0.0221588620480609,0.0218646669183976,-0.083885404603461,-0.0992383141395984,0,1,12,0,114,120.916666666667,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-14","R","LANDSAT_5",0.0127564252618159,0.00705647008446645,0.0161790898607819,0.00498285451388874,-0.0200202871461212,-0.0576984541655366,0,1,24,0,229,235.916666666667,"1_2_LT05_018050_19950714",27,9,NA,73.22422398,51.35009784
"1995-07-30","A","LANDSAT_5",0.0272632633437274,0.0184150887107654,0.0272465099528616,0.0269452954528523,-0.0741436957679394,-0.0517605137277977,0,1,16,0,144,151.1875,"1_2_LT05_018050_19950730",47,7,NA,78.29302501,51.12416839
"1995-07-30","B","LANDSAT_5",0.0230151801080006,0.014535938340171,0.0236432530853146,0.0185821325045126,-0.0752719158323742,-0.094436686667264,0,1,25,0,303,310.76,"1_2_LT05_018050_19950730",47,7,NA,78.29302501,51.12416839
"1995-07-30","C","LANDSAT_5",0.0213529135404836,0.0137035972841851,0.022517723135137,0.0177925156599889,-0.0305067040458746,-0.0514777317443686,0,1,27,0,157,164.962962962963,"1_2_LT05_018050_19950730",47,7,NA,78.29302501,51.12416839
"1995-07-30","D","LANDSAT_5",0.0267627853943843,0.0198723352534368,0.031108682566292,0.0226341039024011,-0.0744513981939693,-0.093871749737183,0,1,27,0,242,250.333333333333,"1_2_LT05_018050_19950730",47,7,NA,78.29302501,51.12416839
