med_Aerosol,med_Blue,med_Green,med_Red,med_Nir,med_Swir1,med_Swir2,med_SurfaceTemp,med_temp_qa,min_Aerosol,min_Blue,min_Green,min_Red,min_Nir,min_Swir1,min_Swir2,min_SurfaceTemp,min_temp_qa,max_Aerosol,max_Blue,max_Green,max_Red,max_Nir,max_Swir1,max_Swir2,max_SurfaceTemp,max_temp_qa,Q1_Aerosol,Q1_Blue,Q1_Green,Q1_Red,Q1_Nir,Q1_Swir1,Q1_Swir2,Q1_SurfaceTemp,Q3_Aerosol,Q3_Blue,Q3_Green,Q3_Red,Q3_Nir,Q3_Swir1,Q3_Swir2,Q3_SurfaceTemp,sd_Aerosol,sd_Blue,sd_Green,sd_Red,sd_Nir,sd_Swir1,sd_Swir2,sd_SurfaceTemp,sd_temp_qa,kurt_SurfaceTemp,prop_clouds,prop_medHighAero,prop_hillShadow,pCount_dswe1,pCount_dswe3,min_cloud_dist,mean_cloud_dist,system:index
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018049_20180102_6.0
0.0064700000000000035,0.015765,0.04616624999999999,0.04249499999999999,6.812499999999944E-4,0.0011212499999999903,0.002207500000000001,300.57380591,398.0,0.0039124999999999854,0.011639999999999984,0.039057499999999995,0.033310000000000006,-8.724999999999983E-4,8.32499999999986E-4,0.0018225000000000047,300.46272025999997,394,0.0075425000000000075,0.016369999999999996,0.0473075,0.043649999999999994,0.0011349999999999971,0.001574999999999993,0.0027024999999999966,300.7429979,402,0.005548749999999991,0.014472499999999985,0.04447499999999999,0.040624999999999994,1.0374999999999968E-4,0.0010249999999999981,0.002111249999999995,300.51740858,0.007047499999999998,0.01593,0.046674999999999994,0.04305874999999999,9.699999999999848E-4,0.001258750000000003,0.002344999999999986,300.64216631,0.0010085253723379056,0.0012239731382082746,0.0024290185685986506,0.0028536391981427386,5.388280488547673E-4,1.6505966803074143E-4,2.0601751943941988E-4,0.07962144536832334,2.3921166824025724,-0.7164033526098219,0.0,128.0,1.0,24,0,98,105.45833333333333,1_LC08_018049_20180203_6.0
-3.225000000000172E-4,0.0033762499999999973,0.014321249999999994,0.008257500000000001,7.637499999999936E-4,0.0017125000000000057,0.0017399999999999916,300.79085018,226.0,-0.0010374999999999968,0.002840000000000009,0.01389499999999999,0.008037500000000003,4.750000000000032E-4,0.0014375000000000082,0.001464999999999994,300.68830958,225,6.950000000000012E-4,0.0039949999999999986,0.01477500000000001,0.008890000000000009,0.0012174999999999825,0.0020699999999999885,0.0020425000000000026,300.95833316,226,-4.875000000000018E-4,0.003280000000000005,0.014170000000000002,0.008188749999999995,6.950000000000012E-4,0.0016025000000000067,0.0016575000000000062,300.74641592,-4.750000000000587E-5,0.0035550000000000026,0.0144725,0.008394999999999986,8.32499999999986E-4,0.001795000000000005,0.0018225000000000047,300.84382948999996,4.1303437609154875E-4,2.6172197862850855E-4,2.1092049828594714E-4,1.8780484477837062E-4,1.3859847676080586E-4,1.600192249192245E-4,1.5233982366735153E-4,0.06430146180924161,0.1998263134632719,-0.10357157067243783,0.0,10.666666666666666,1.0,24,0,697,704.0,1_LC08_018049_20180219_6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,117.33333333333333,1.0,0,0,,,1_LC08_018049_20180307_6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018049_20180323_6.0
0.00792749999999999,0.015132500000000007,0.04215125,0.024180000000000007,0.03799875,0.028483750000000002,0.024207499999999993,293.33443955,383.0,0.00581000000000001,0.013262499999999983,0.040404999999999996,0.022364999999999996,0.03460250000000001,0.027645000000000003,0.0233275,293.14815746,379,0.009577499999999989,0.016094999999999998,0.04299,0.025692500000000007,0.04043250000000001,0.03036749999999999,0.025334999999999996,293.52755768,387,0.006648749999999995,0.014170000000000002,0.04117499999999999,0.023506249999999992,0.03674749999999999,0.028029999999999985,0.023561249999999992,293.29342331,0.00880750000000001,0.015490000000000004,0.042385000000000006,0.025087499999999985,0.03886500000000001,0.029253749999999995,0.024743749999999995,293.44210718,0.001172876141802879,8.635289190353497E-4,7.397470182720976E-4,9.212606886817098E-4,0.0015638757138161396,7.970841977581382E-4,6.169777861003694E-4,0.10086980235199151,2.5735702611149662,-0.765696334174153,0.0,128.0,1.0,24,0,130,136.29166666666666,1_LC08_018049_20180408_6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018049_20180424_6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,1.0,0,0,,,1_LC08_018049_20180510_6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,122.66666666666667,1.0,0,0,,,1_LC08_018049_20180526_6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,128.0,1.0,0,0,,,1_LC08_018049_20180611_6.0
